config_id,label,group,case_id,difficulty,h,a,n_checks,call_arguments,called_tools,error_type,n_configs,n_configs_expected,missing_config_ids
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_019,medium,1,1.0,1,"[{""keyword"": ""price"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_020,hard,1,0.5,2,"[{""keyword"": ""증권업"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_021,hard,1,0.5,2,"[{""keyword"": ""structuring"", ""industry"": ""securities""}, {""keyword"": ""structuring""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_022,hard,1,0.5,2,"[{""keyword"": ""structuring"", ""industry"": ""securities""}, {""keyword"": ""non-face-to-face"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_023,medium,1,0.0,1,"[{""keyword"": ""customer information"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_024,hard,1,0.5,2,"[{""keyword"": ""corporate"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-nt,gpt-oss-20B (NT),General-Purpose,st_fiu_025,hard,1,1.0,2,"[{""keyword"": ""cash"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_001,easy,1,1.0,1,"[{""keyword"": ""structuring""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_002,medium,1,0.0,1,"[{""keyword"": ""nighttime large transaction""}]","[""lookup_fiu_reference_types""]",length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_003,hard,1,1.0,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_004,medium,1,1.0,1,"[{""keyword"": ""virtual asset""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_005,medium,0,0.0,1,[],[],parse_fail,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_007,hard,1,0.0,2,"[{""keyword"": ""securities division""}, {""keyword"": ""securities""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_008,medium,0,0.0,1,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_009,easy,1,1.0,1,"[{""keyword"": ""ATM""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_010,medium,1,1.0,1,"[{""keyword"": ""gambling""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_011,medium,1,1.0,1,"[{""keyword"": ""balance certificate""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_012,hard,1,1.0,2,"[{""keyword"": ""balance certificate"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_013,medium,1,0.0,1,"[{""keyword"": ""paper company""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_014,medium,0,0.0,1,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_015,medium,0,0.0,1,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_016,medium,0,0.0,1,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_017,hard,1,1.0,2,"[{""keyword"": ""internet"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_018,medium,1,1.0,1,"[{""keyword"": ""unknown""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_019,medium,0,0.0,1,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_020,hard,0,0.0,2,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_021,hard,0,0.0,2,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_022,hard,0,0.0,2,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_023,medium,1,1.0,1,"[{""keyword"": ""refusal""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_024,hard,0,0.0,2,[],[],length_stop,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
gpt-oss-20b-t,gpt-oss-20B (T),General-Purpose,st_fiu_025,hard,0,0.0,2,[],[],no_call,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_001,easy,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_002,medium,1,0.0,1,"[{""keyword"": ""cash""}]","[""get_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_003,hard,1,1.0,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_004,medium,0,0.0,1,[],"[""get_aml_glossary""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_005,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy""}, {""keyword"": ""dormancy""}, {""keyword"": ""dormancy""}, {""keyword"": ""dormancy""}]","[""get_aml_glossary"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",over_call,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_007,hard,1,0.5,2,"[{""keyword"": ""structuring"", ""industry"": ""securities""}, {""keyword"": ""structuring""}, {""keyword"": ""cash""}, {""keyword"": ""non-face-to-face""}]","[""get_aml_glossary"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_008,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_009,easy,1,0.0,1,"[{""keyword"": ""cash""}]","[""get_aml_glossary"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_010,medium,0,0.0,1,[],"[""get_fiu_reference_types"", ""query_transactions""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_011,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_012,hard,1,0.5,2,"[{""keyword"": ""balance certificate""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_013,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_014,medium,1,1.0,1,"[{""keyword"": ""refund""}, {""keyword"": ""refund""}, {""keyword"": ""refund""}, {""keyword"": ""refund""}, {""keyword"": ""refund""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_015,medium,1,0.0,1,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}, {""keyword"": ""dormancy"", ""industry"": ""banking""}]","[""get_aml_glossary"", ""get_aml_glossary"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_016,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_017,hard,1,0.0,2,"[{""keyword"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_018,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_019,medium,0,0.0,1,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_020,hard,1,0.0,2,"[{""keyword"": ""structuring""}, {""keyword"": ""cash""}, {""keyword"": ""non-face-to-face""}, {""keyword"": ""virtual asset""}, {""keyword"": ""dormancy""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_021,hard,0,0.0,2,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_022,hard,1,0.5,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""securities""}]","[""get_aml_glossary"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_023,medium,0,0.0,1,[],"[""get_aml_glossary""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_024,hard,1,0.0,2,"[{""keyword"": ""balance certificate""}, {""keyword"": ""non-face-to-face""}]","[""lookup_fiu_reference_types"", ""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-inst,Kanana-2-Instruct,Korean-Specialized,st_fiu_025,hard,0,0.0,2,[],"[""get_fiu_reference_types""]",wrong_tool,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_001,easy,1,1.0,1,"[{""keyword"": ""structuring""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_002,medium,1,1.0,1,"[{""keyword"": ""bulk transactions""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_003,hard,1,1.0,2,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_004,medium,1,1.0,1,"[{""keyword"": ""virtual asset""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_005,medium,1,0.0,1,"[{""keyword"": ""non-face-to-face""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_006,medium,1,1.0,1,"[{""keyword"": ""dormancy""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_007,hard,1,0.5,2,"[{""keyword"": ""structuring"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_008,medium,1,0.0,1,"[{""keyword"": ""non-face-to-face"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_009,easy,1,0.0,1,"[{""keyword"": ""cash""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_010,medium,1,1.0,1,"[{""keyword"": ""gambling""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_011,medium,1,0.0,1,"[{""keyword"": ""balance certificate issuance""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_012,hard,1,1.0,2,"[{""keyword"": ""balance certificate"", ""industry"": ""securities""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_013,medium,1,1.0,1,"[{""keyword"": ""shell""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_014,medium,1,1.0,1,"[{""keyword"": ""refund""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_015,medium,1,1.0,1,"[{""keyword"": ""minors"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_016,medium,1,1.0,1,"[{""keyword"": ""tax evasion""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_017,hard,1,1.0,2,"[{""keyword"": ""internet banking"", ""industry"": ""banking""}]","[""lookup_fiu_reference_types""]",correct,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
kanana-2-think,Kanana-2-Think,Korean-Specialized,st_fiu_018,medium,1,0.0,1,"[{""keyword"": ""non-face-to-face""}]","[""lookup_fiu_reference_types""]",param_error,18,28,ax-light|dragon-llama-fin|exaone-1.2b|exaone-32b|gemma-4-e4b|hermes-3-8b|llama-3.2-3b|phi-4-mini|qwen35-4b-nt|xlam-3b
